amount,transactions,hour,fraud
1249.4439257620165,2,13,0
5334.761652383862,7,9,1
691.9101353105681,4,17,0
1033.2446181673997,2,11,0
605.7992360974134,4,17,0
1652.4963597012086,2,10,0
144.01636893620127,1,21,0
739.2512110852214,1,6,0
186.78973068699707,1,20,0
281.5884580364992,3,11,0
864.9006783082183,4,13,0
960.1249467872537,2,13,0
4906.56726037622,4,13,0
1746.950660640702,4,8,0
162.22868963675603,3,8,0
485.782449983309,1,13,0
199.43097941090696,3,20,0
38449.8600330946,3,22,1
194.3432641519014,4,6,0
1670.6354917161757,1,17,0
1605.4604636017336,1,7,0
1638.5334723150083,3,20,0
234.41377838902073,2,18,0
35984.14879952558,3,5,1
1218.367759965396,3,10,0
